city,country,lat,lng,alliance
Bila Tserkva,Ukraine,49.8,30.033333,USSR
Boryspil,Ukraine,50.366667,30.916667,USSR
Brodivs'kyi District,Ukraine,50.05,25.15,USSR
Brody Raion,Ukraine,50.083333,25.183333,USSR
Brovary ,Ukraine,50.5,30.866667,USSR
Buchats'kyi district,Ukraine,49.066667,25.333333,USSR
Chernihivs'kyi district,Ukraine,51.55,31.3,USSR
Chernihivs'kyi district,Ukraine,51.6,31.266667,USSR
Chernihivs'kyi district,Ukraine,51.516667,30.95,USSR
Chernivtsi,Ukraine,48.266667,25.983333,USSR
Chernivtsi,Ukraine,48.383333,25.766667,USSR
Chuhuiv,Ukraine,49.85,36.65,USSR
Dnipropetrovsk,Ukraine,48.55,35.1,USSR
Dnipropetrovsk ,Ukraine,48.35,35.1,USSR
Donetsk,Ukraine,48.066667,37.75,USSR
Drohobych,Ukraine,49.366667,23.566667,USSR
Dubens'kyi district,Ukraine,50.4,25.8,USSR
Ivano-Frankivs'k,Ukraine,48.9,24.7,USSR
Kalynivs'kyi district,Ukraine,49.483333,28.533333,USSR
Kamianets-Podilskyi,Ukraine,48.733333,26.516667,USSR
Kharkiv,Ukraine,49.916667,36.283333,USSR
Kharkiv,Ukraine,50.05,36.283333,USSR
Kharkiv,Ukraine,50.016667,36.266667,USSR
Kharkiv,Ukraine,49.916667,36.433333,USSR
Kherson,Ukraine,46.666667,32.633333,USSR
Khersons'ka oblast,Ukraine,46.683333,32.516667,USSR
Khmelnytskyi,Ukraine,49.4,27.016667,USSR
Khusts'kyi district,Ukraine,48.15,23.466667,USSR
Khusts'kyi district,Ukraine,48.166667,23.266667,USSR
Kirovohrad,Ukraine,48.533333,32.283333,USSR
Kirovohrads'kyi district,Ukraine,48.566667,32.383333,USSR
Kiyev,Ukraine,50.4,30.45,USSR
Konotop,Ukraine,51.233333,33.15,USSR
Korosten,Ukraine,50.966667,28.65,USSR
Koziatyn,Ukraine,49.7166667,26.8166667,USSR
Kramatorsk,Ukraine,48.7,37.616667,USSR
Krasyliv,Ukraine,49.666667,26.933333,USSR
Kryvyi Rih,Ukraine,47.85,33.3,USSR
Leypisigskaya,Ukraine,46.333333,29.05,USSR
Luts'k,Ukraine,50.75,25.35,USSR
Lviv,Ukraine,49.866667,23.916667,USSR
Lviv,Ukraine,49.816667,23.95,USSR
Lviv Oblast,Ukraine,49.75,23.666667,USSR
Mariupol,Ukraine,47.116667,37.516667,USSR
Melitopol's'kyi district,Ukraine,46.9,35.316667,USSR
Mlyniv,Ukraine,50.5,25.6,USSR
Mukachevo,Ukraine,48.4493,22.7117,USSR
Mykolaiv,Ukraine,46.933333,32.066667,USSR
Myrhorod,Ukraine,49.933333,33.65,USSR
Nizhyn,Ukraine,51.083333,31.866667,USSR
North Lutsk,Ukraine,50.8,25.35,USSR
Odessa,Ukraine,46.416667,30.7,USSR
Odessa,Ukraine,46.45,30.666667,USSR
Ovidiopol's'kyi district,Ukraine,46.333333,30.5,USSR
Pervomais'kyi district,Ukraine,48.1,30.866667,USSR
Piryatin,Ukraine,50.15,32.55,USSR
Polons'kyi district,Ukraine,50.066667,27.566667,USSR
Poltava,Ukraine,49.616667,34.5,USSR
Pruluky,Ukraine,50.566667,32.316667,USSR
Raukhovka,Ukraine,47.15,30.8,USSR
Rotmistrovka,Ukraine,49.133333,31.683333,USSR
Rovenki,Ukraine,48.083333,39.45,USSR
Rovno,Ukraine,50.6,26.15,USSR
Sambirs'kyi district,Ukraine,49.55,23.333333,USSR
Sarata,Ukraine,46.05,29.65,USSR
Starobilsk District,Ukraine,49.216667,38.95,USSR
Starokostiantyniv,Ukraine,49.75,27.266667,USSR
Stryis'kyi district,Ukraine,49.25,23.8,USSR
Stryis'kyi district,Ukraine,49.333333,23.966667,USSR
Sudilkov,Ukraine,50.15,27.166667,USSR
Uman,Ukraine,48.783333,30.216667,USSR
Uzhhorod,Ukraine,48.633333,22.266667,USSR
Uzhhorods'kyi district,Ukraine,48.5,22.266667,USSR
Vinnytsia,Ukraine,49.233333,28.55,USSR
Voroshilovgrad N.W.,Ukraine,48.65,38.916667,USSR
Zaporizhia,Ukraine,47.866667,35.316667,USSR
Zaporizhia,Ukraine,47.8,35.25,USSR
Zaporizhzhia,Ukraine,47.9,35.233333,USSR
Zaporizhzhia,Ukraine,47.783333,35.216667,USSR
Zelts E.,Ukraine,46.633333,30.1,USSR
Zhytomyrs'kyi District,Ukraine,50.266667,28.733333,USSR
Zhytomyrs'kyi District,Ukraine,50.166667,28.733333,USSR
Andijan,Uzbekistan,40.733333,72.3,USSR
Baysun,Uzbekistan,38.216667,67.2,USSR
Chirchik,Uzbekistan,41.483333,69.583333,USSR
Fergana District,Uzbekistan,40.333333,71.75,USSR
Hovos,Uzbekistan,40.216667,68.833333,USSR
Namangan,Uzbekistan,41,71.666667,USSR
Nukus,Uzbekistan,42.483333,59.633333,USSR
Qarshi,Uzbekistan,38.866667,65.833333,USSR
Samarkand,Uzbekistan,39.7,66.966667,USSR
Shabskiy,Uzbekistan,40.233333,68.9,USSR
Tashkent,Uzbekistan,41.3,69.333333,USSR
Tashkent,Uzbekistan,41.266667,69.25,USSR
Termez,Uzbekistan,37.233333,67.283333,USSR
Krasknogvardeskoye,Uzbekistan,39.833333,67.283333,USSR
